product_name,category,min_price_inr,max_price_inr,price_unit,raw_price,supplier_name,location,state,verified,rating,review_count,min_order_qty,description,product_url,scraped_at,data_source
Industrial Canvas Fabric,Textiles & Apparel,189.49,282.28,Piece,₹189 - ₹282/Meter,Shree Exports,Indore,Madhya Pradesh,True,,,500 Roll,High-quality industrial canvas fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826120,synthetic
Activated Carbon Powder,Chemical & Pharma,25246.93,45658.66,Kg,"₹25,247 - ₹45,659/Bag",Premier Exports,Coimbatore,Tamil Nadu,True,4.9,263,1 Drum,High-quality activated carbon powder sourced directly from manufacturers.,,2026-06-12T12:55:32.827589,synthetic
Industrial Grinder,Industrial Machinery,2659084.3,4008872.56,Piece,"₹2,659,084 - ₹4,008,873/Set",Anand Traders,Coimbatore,Tamil Nadu,True,4.3,130,10 Piece,High-quality industrial grinder sourced directly from manufacturers.,,2026-06-12T12:55:32.815199,synthetic
Welding Robot,Industrial Machinery,1604758.31,2220440.75,Set,"₹1,604,758 - ₹2,220,441/Piece",Premier Enterprises,Vadodara,Gujarat,True,3.6,442,50 Piece,High-quality welding robot sourced directly from manufacturers.,,2026-06-12T12:55:32.814516,synthetic
BLDC Motor Controller,Electronics,25838.41,49994.21,Pack of 10,"₹25,838 - ₹49,994/Pack of 10",New Enterprises,Jaipur,Rajasthan,False,,,100 Unit,High-quality bldc motor controller sourced directly from manufacturers.,,2026-06-12T12:55:32.817921,synthetic
Organic Cotton Fabric,Textiles & Apparel,609.53,1519.9,Meter,"₹610 - ₹1,520/Piece",Sri Corporation,Indore,Madhya Pradesh,True,4.2,129,1 Kg,High-quality organic cotton fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.822127,synthetic
Three Phase Inverter,Electronics,8517.07,18634.52,Unit,"₹8,517 - ₹18,635/Pack of 10",National Exports,Nagpur,Maharashtra,False,,,10 Pack of 10,High-quality three phase inverter sourced directly from manufacturers.,,2026-06-12T12:55:32.819774,synthetic
Moringa Leaf Powder,Agricultural Products,223.47,372.83,Bag (50 Kg),₹223 - ₹373/Quintal,Star Traders,Coimbatore,Tamil Nadu,False,4.7,172,100 Kg,High-quality moringa leaf powder sourced directly from manufacturers.,,2026-06-12T12:55:32.834946,synthetic
Hydrogen Peroxide 35%,Chemical & Pharma,10847.35,23328.11,Kg,"₹10,847 - ₹23,328/Drum",Anand Manufacturers,Hyderabad,Telangana,False,4.3,162,1 Bag,High-quality hydrogen peroxide 35% sourced directly from manufacturers.,,2026-06-12T12:55:32.828959,synthetic
Denim Twill Fabric,Textiles & Apparel,464.4,1097.73,Roll,"₹464 - ₹1,098/Kg",New Works,Indore,Madhya Pradesh,False,,,10 Meter,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823330,synthetic
Jute Hessian Cloth,Textiles & Apparel,35.44,84.54,Meter,₹35 - ₹85/Roll,Apex Exports,Nagpur,Maharashtra,True,4.2,328,10 Meter,High-quality jute hessian cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.822839,synthetic
Soybean Oil Crude,Agricultural Products,2445.8,2969.42,Kg,"₹2,446 - ₹2,969/Quintal",Raj Corporation,Jaipur,Rajasthan,True,,,50 Quintal,High-quality soybean oil crude sourced directly from manufacturers.,,2026-06-12T12:55:32.832433,synthetic
Gear Cutting Machine,Industrial Machinery,193019.55,424510.1,Unit,"₹193,020 - ₹424,510/Set",Global Exports,Gurgaon,Haryana,True,3.9,64,10 Set,High-quality gear cutting machine sourced directly from manufacturers.,,2026-06-12T12:55:32.812939,synthetic
Titanium Dioxide Pigment,Chemical & Pharma,14079.87,23728.25,Drum,"₹14,080 - ₹23,728/Litre",Advanced Traders,Indore,Madhya Pradesh,False,4.0,309,500 Drum,High-quality titanium dioxide pigment sourced directly from manufacturers.,,2026-06-12T12:55:32.827820,synthetic
Yellow Corn Maize,Agricultural Products,2214.92,3720.57,Bag (50 Kg),"₹2,215 - ₹3,721/MT",Royal Corporation,Coimbatore,Tamil Nadu,False,,,500 Ton,High-quality yellow corn maize sourced directly from manufacturers.,,2026-06-12T12:55:32.831801,synthetic
Digital Oscilloscope,Electronics,27579.36,50936.58,Pack of 10,"₹27,579 - ₹50,937/Pack of 10",Star Exports,Vadodara,Gujarat,True,4.9,142,100 Piece,High-quality digital oscilloscope sourced directly from manufacturers.,,2026-06-12T12:55:32.821645,synthetic
Ginger Dry Slices,Agricultural Products,1463.76,1703.45,MT,"₹1,464 - ₹1,703/Kg",National Corporation,Bangalore,Karnataka,True,4.0,284,1 MT,High-quality ginger dry slices sourced directly from manufacturers.,,2026-06-12T12:55:32.834699,synthetic
Vibrating Screen,Industrial Machinery,2847797.2,6393524.19,Piece,"₹2,847,797 - ₹6,393,524/Unit",Anand Corporation,Ahmedabad,Gujarat,True,4.4,11,100 Piece,High-quality vibrating screen sourced directly from manufacturers.,,2026-06-12T12:55:32.814083,synthetic
Printed Voile Fabric,Textiles & Apparel,681.29,1345.13,Roll,"₹681 - ₹1,345/Roll",Apex Solutions,Mumbai,Maharashtra,True,3.9,35,10 Meter,High-quality printed voile fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823998,synthetic
Isopropyl Alcohol 99%,Chemical & Pharma,1568.12,3763.56,Bag,"₹1,568 - ₹3,764/Kg",Shree Traders,Nagpur,Maharashtra,True,4.9,496,100 Bag,High-quality isopropyl alcohol 99% sourced directly from manufacturers.,,2026-06-12T12:55:32.827282,synthetic
Ferric Chloride Solution,Chemical & Pharma,3641.31,5770.24,MT,"₹3,641 - ₹5,770/Litre",Apex Enterprises,Ludhiana,Punjab,True,4.1,85,50 Kg,High-quality ferric chloride solution sourced directly from manufacturers.,,2026-06-12T12:55:32.829830,synthetic
Groundnut Kernels Bold,Agricultural Products,925.04,1276.19,Bag (50 Kg),"₹925 - ₹1,276/MT",Bharat Pvt Ltd,Chennai,Tamil Nadu,False,,,50 Ton,High-quality groundnut kernels bold sourced directly from manufacturers.,,2026-06-12T12:55:32.832613,synthetic
Hydraulic Press Machine,Industrial Machinery,2527383.0,4514187.03,Set,"₹2,527,383 - ₹4,514,187/Piece",Royal Manufacturers,Kolkata,West Bengal,False,4.3,399,50 Piece,High-quality hydraulic press machine sourced directly from manufacturers.,,2026-06-12T12:55:32.811023,synthetic
Denim Twill Fabric,Textiles & Apparel,380.04,658.7,Roll,₹380 - ₹659/Piece,Royal Corporation,Pune,Maharashtra,False,3.8,268,500 Meter,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823300,synthetic
Tamarind Block Seedless,Agricultural Products,2001.05,3858.11,Bag (50 Kg),"₹2,001 - ₹3,858/Bag (50 Kg)",Apex Corporation,Coimbatore,Tamil Nadu,False,,,100 Bag (50 Kg),High-quality tamarind block seedless sourced directly from manufacturers.,,2026-06-12T12:55:32.835067,synthetic
Temperature Sensor Module,Electronics,7523.75,8639.54,Pack of 100,"₹7,524 - ₹8,640/Pack of 10",Advanced Exports,Surat,Gujarat,True,3.6,225,50 Pack of 100,High-quality temperature sensor module sourced directly from manufacturers.,,2026-06-12T12:55:32.818954,synthetic
Groundnut Kernels Bold,Agricultural Products,173.47,275.58,Kg,₹173 - ₹276/Quintal,Royal Manufacturers,Jaipur,Rajasthan,False,,,1 MT,High-quality groundnut kernels bold sourced directly from manufacturers.,,2026-06-12T12:55:32.832654,synthetic
PCB Prototype Board,Electronics,23380.14,47957.12,Unit,"₹23,380 - ₹47,957/Piece",New Pvt Ltd,Coimbatore,Tamil Nadu,False,3.8,201,50 Pack of 100,High-quality pcb prototype board sourced directly from manufacturers.,,2026-06-12T12:55:32.818196,synthetic
Reflective Safety Vest,Textiles & Apparel,740.16,968.68,Meter,₹740 - ₹969/Piece,Bharat Traders,Nagpur,Maharashtra,False,4.1,315,1 Meter,High-quality reflective safety vest sourced directly from manufacturers.,,2026-06-12T12:55:32.825039,synthetic
Wheat Flour Maida,Agricultural Products,2908.93,5514.11,Ton,"₹2,909 - ₹5,514/Quintal",Modern Pvt Ltd,Nagpur,Maharashtra,True,3.6,9,100 Ton,High-quality wheat flour maida sourced directly from manufacturers.,,2026-06-12T12:55:32.833877,synthetic
SMD Capacitor Kit,Electronics,18852.99,30051.66,Unit,"₹18,853 - ₹30,052/Unit",Star International,Ahmedabad,Gujarat,True,3.6,264,10 Piece,High-quality smd capacitor kit sourced directly from manufacturers.,,2026-06-12T12:55:32.817987,synthetic
Dried Red Chilli,Agricultural Products,663.68,1639.02,Quintal,"₹664 - ₹1,639/MT",Anand Works,Jaipur,Rajasthan,True,4.4,111,1 Quintal,High-quality dried red chilli sourced directly from manufacturers.,,2026-06-12T12:55:32.833064,synthetic
Basmati Rice Long Grain,Agricultural Products,1454.54,2085.65,Ton,"₹1,455 - ₹2,086/Kg",Advanced International,Mumbai,Maharashtra,True,3.8,157,100 Bag (50 Kg),High-quality basmati rice long grain sourced directly from manufacturers.,,2026-06-12T12:55:32.831622,synthetic
Pneumatic Drill Press,Industrial Machinery,57232.88,104421.15,Unit,"₹57,233 - ₹104,421/Set",Raj International,Surat,Gujarat,False,,,1 Piece,High-quality pneumatic drill press sourced directly from manufacturers.,,2026-06-12T12:55:32.812534,synthetic
Jute Hessian Cloth,Textiles & Apparel,929.54,1311.25,Meter,"₹930 - ₹1,311/Meter",National Corporation,Nagpur,Maharashtra,False,4.9,389,500 Meter,High-quality jute hessian cloth sourced directly from manufacturers.,,2026-06-12T12:55:32.822673,synthetic
Tamarind Block Seedless,Agricultural Products,1901.56,4127.02,Kg,"₹1,902 - ₹4,127/Bag (50 Kg)",Global Solutions,Chennai,Tamil Nadu,True,,,500 Bag (50 Kg),High-quality tamarind block seedless sourced directly from manufacturers.,,2026-06-12T12:55:32.835085,synthetic
Banana Powder Spray Dried,Agricultural Products,1494.82,2057.78,MT,"₹1,495 - ₹2,058/Kg",Advanced Enterprises,Rajkot,Gujarat,True,4.8,498,1 MT,High-quality banana powder spray dried sourced directly from manufacturers.,,2026-06-12T12:55:32.834571,synthetic
Sodium Bicarbonate Food Grade,Chemical & Pharma,11463.42,13549.61,Litre,"₹11,463 - ₹13,550/MT",New Industries,Ludhiana,Punjab,True,,,5 MT,High-quality sodium bicarbonate food grade sourced directly from manufacturers.,,2026-06-12T12:55:32.828592,synthetic
Temperature Sensor Module,Electronics,21878.49,53071.59,Pack of 10,"₹21,878 - ₹53,072/Unit",Advanced Works,Noida,Uttar Pradesh,True,4.9,17,5 Piece,High-quality temperature sensor module sourced directly from manufacturers.,,2026-06-12T12:55:32.818897,synthetic
Industrial Air Compressor,Industrial Machinery,223871.83,450686.38,Unit,"₹223,872 - ₹450,686/Set",Global Exports,Pune,Maharashtra,True,3.7,461,10 Unit,High-quality industrial air compressor sourced directly from manufacturers.,,2026-06-12T12:55:32.811645,synthetic
Industrial Fan,Industrial Machinery,933418.33,2196531.5,Set,"₹933,418 - ₹2,196,532/Set",Royal Pvt Ltd,Mumbai,Maharashtra,True,,,500 Piece,High-quality industrial fan sourced directly from manufacturers.,,2026-06-12T12:55:32.815836,synthetic
Yellow Corn Maize,Agricultural Products,27.37,63.8,MT,₹27 - ₹64/Bag (50 Kg),Premier Manufacturers,Kolkata,West Bengal,False,,,1 MT,High-quality yellow corn maize sourced directly from manufacturers.,,2026-06-12T12:55:32.831734,synthetic
Polyester Woven Fabric,Textiles & Apparel,1043.49,2552.92,Roll,"₹1,043 - ₹2,553/Roll",National Solutions,Kolkata,West Bengal,True,4.3,400,50 Piece,High-quality polyester woven fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.822208,synthetic
RFID Reader Module,Electronics,28806.02,36264.17,Pack of 10,"₹28,806 - ₹36,264/Piece",Shree Enterprises,Rajkot,Gujarat,True,,,100 Pack of 100,High-quality rfid reader module sourced directly from manufacturers.,,2026-06-12T12:55:32.820568,synthetic
Raspberry Pi 4 Module,Electronics,16032.82,25186.38,Pack of 100,"₹16,033 - ₹25,186/Unit",Advanced Pvt Ltd,Surat,Gujarat,True,4.2,412,10 Unit,High-quality raspberry pi 4 module sourced directly from manufacturers.,,2026-06-12T12:55:32.816733,synthetic
Energy Meter,Electronics,16453.33,26196.02,Pack of 10,"₹16,453 - ₹26,196/Pack of 100",Sri Traders,Ludhiana,Punjab,False,,,100 Pack of 10,High-quality energy meter sourced directly from manufacturers.,,2026-06-12T12:55:32.820084,synthetic
Raspberry Pi 4 Module,Electronics,28780.97,49375.1,Piece,"₹28,781 - ₹49,375/Piece",Sri Exports,Hyderabad,Telangana,True,,,50 Pack of 100,High-quality raspberry pi 4 module sourced directly from manufacturers.,,2026-06-12T12:55:32.816904,synthetic
Castor Seeds,Agricultural Products,686.76,808.75,Kg,₹687 - ₹809/Quintal,Advanced Enterprises,Rajkot,Gujarat,True,3.5,353,1 Kg,High-quality castor seeds sourced directly from manufacturers.,,2026-06-12T12:55:32.833609,synthetic
Variable Frequency Drive,Electronics,8848.83,15331.77,Unit,"₹8,849 - ₹15,332/Piece",Anand Manufacturers,Surat,Gujarat,True,4.9,485,5 Unit,High-quality variable frequency drive sourced directly from manufacturers.,,2026-06-12T12:55:32.819534,synthetic
Viscose Georgette,Textiles & Apparel,796.35,1961.98,Piece,"₹796 - ₹1,962/Kg",Star Solutions,Bangalore,Karnataka,False,4.1,234,50 Piece,High-quality viscose georgette sourced directly from manufacturers.,,2026-06-12T12:55:32.824600,synthetic
Welding Robot,Industrial Machinery,1065547.53,1233452.73,Unit,"₹1,065,548 - ₹1,233,453/Piece",Indian Industries,Kanpur,Uttar Pradesh,True,,,100 Set,High-quality welding robot sourced directly from manufacturers.,,2026-06-12T12:55:32.814660,synthetic
Titanium Dioxide Pigment,Chemical & Pharma,3498.18,8250.47,Litre,"₹3,498 - ₹8,250/Litre",Global Works,Kanpur,Uttar Pradesh,True,4.8,300,50 Kg,High-quality titanium dioxide pigment sourced directly from manufacturers.,,2026-06-12T12:55:32.827737,synthetic
Injection Molding Machine,Industrial Machinery,1947916.61,2081048.17,Unit,"₹1,947,917 - ₹2,081,048/Set",Advanced International,Jaipur,Rajasthan,True,,,500 Piece,High-quality injection molding machine sourced directly from manufacturers.,,2026-06-12T12:55:32.812186,synthetic
Spandex Knit Fabric,Textiles & Apparel,394.65,733.32,Roll,₹395 - ₹733/Piece,Premier Traders,Ludhiana,Punjab,False,3.7,16,50 Roll,High-quality spandex knit fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823514,synthetic
Recycled PET Fabric,Textiles & Apparel,615.47,913.89,Piece,₹615 - ₹914/Kg,Advanced Enterprises,Vadodara,Gujarat,False,3.9,264,500 Kg,High-quality recycled pet fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826796,synthetic
PCB Prototype Board,Electronics,16413.37,21345.87,Piece,"₹16,413 - ₹21,346/Unit",Anand Enterprises,Nagpur,Maharashtra,True,3.5,35,1 Pack of 100,High-quality pcb prototype board sourced directly from manufacturers.,,2026-06-12T12:55:32.818240,synthetic
Spandex Knit Fabric,Textiles & Apparel,287.0,471.38,Kg,₹287 - ₹471/Kg,Sri Corporation,Mumbai,Maharashtra,True,3.8,344,50 Piece,High-quality spandex knit fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823598,synthetic
RF Signal Amplifier,Electronics,9852.66,18246.95,Unit,"₹9,853 - ₹18,247/Pack of 10",Star Manufacturers,Mumbai,Maharashtra,True,,,100 Pack of 100,High-quality rf signal amplifier sourced directly from manufacturers.,,2026-06-12T12:55:32.818431,synthetic
Welding Robot,Industrial Machinery,1528597.43,2630612.09,Set,"₹1,528,597 - ₹2,630,612/Set",Anand Manufacturers,Vadodara,Gujarat,True,3.6,466,100 Unit,High-quality welding robot sourced directly from manufacturers.,,2026-06-12T12:55:32.814683,synthetic
Denim Twill Fabric,Textiles & Apparel,292.78,469.04,Kg,₹293 - ₹469/Kg,Apex International,Ludhiana,Punjab,True,4.4,46,100 Meter,High-quality denim twill fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.823383,synthetic
Groundnut Kernels Bold,Agricultural Products,1816.48,2364.5,Bag (50 Kg),"₹1,816 - ₹2,364/Ton",Bharat Traders,Chennai,Tamil Nadu,False,4.5,449,100 Ton,High-quality groundnut kernels bold sourced directly from manufacturers.,,2026-06-12T12:55:32.832595,synthetic
Industrial Pump,Industrial Machinery,582543.99,823372.84,Unit,"₹582,544 - ₹823,373/Piece",Royal Manufacturers,Bangalore,Karnataka,True,4.5,159,500 Piece,High-quality industrial pump sourced directly from manufacturers.,,2026-06-12T12:55:32.813867,synthetic
Citric Acid Monohydrate,Chemical & Pharma,285.85,608.16,Bag,₹286 - ₹608/MT,New Pvt Ltd,Surat,Gujarat,True,3.8,418,5 Drum,High-quality citric acid monohydrate sourced directly from manufacturers.,,2026-06-12T12:55:32.828851,synthetic
Industrial Ethernet Switch,Electronics,1245.15,2478.3,Unit,"₹1,245 - ₹2,478/Pack of 10",Premier Exports,Ludhiana,Punjab,True,4.7,428,10 Piece,High-quality industrial ethernet switch sourced directly from manufacturers.,,2026-06-12T12:55:32.820935,synthetic
Industrial Salt,Chemical & Pharma,3202.04,3404.8,Drum,"₹3,202 - ₹3,405/Drum",Raj Works,Kanpur,Uttar Pradesh,False,3.9,113,10 Litre,High-quality industrial salt sourced directly from manufacturers.,,2026-06-12T12:55:32.830911,synthetic
Injection Molding Machine,Industrial Machinery,2036881.65,4968668.51,Set,"₹2,036,882 - ₹4,968,669/Set",Modern Pvt Ltd,Faridabad,Haryana,True,,,1 Set,High-quality injection molding machine sourced directly from manufacturers.,,2026-06-12T12:55:32.812111,synthetic
Cotton Seed,Agricultural Products,2556.6,3469.85,Bag (50 Kg),"₹2,557 - ₹3,470/Kg",National International,Kanpur,Uttar Pradesh,True,,,50 Bag (50 Kg),High-quality cotton seed sourced directly from manufacturers.,,2026-06-12T12:55:32.833155,synthetic
Industrial Canvas Fabric,Textiles & Apparel,1091.97,1718.26,Roll,"₹1,092 - ₹1,718/Roll",National Traders,Bangalore,Karnataka,True,4.1,7,50 Meter,High-quality industrial canvas fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826078,synthetic
Welding Robot,Industrial Machinery,603856.33,1161504.69,Set,"₹603,856 - ₹1,161,505/Set",Star Works,Ahmedabad,Gujarat,False,4.2,387,500 Set,High-quality welding robot sourced directly from manufacturers.,,2026-06-12T12:55:32.814616,synthetic
Jaw Crusher,Industrial Machinery,1235467.8,2674799.51,Unit,"₹1,235,468 - ₹2,674,800/Unit",Sri Solutions,Jaipur,Rajasthan,True,4.2,470,5 Set,High-quality jaw crusher sourced directly from manufacturers.,,2026-06-12T12:55:32.816466,synthetic
Ginger Dry Slices,Agricultural Products,355.59,434.21,Kg,₹356 - ₹434/MT,Anand Industries,Gurgaon,Haryana,True,3.8,224,100 Kg,High-quality ginger dry slices sourced directly from manufacturers.,,2026-06-12T12:55:32.834607,synthetic
Calcium Carbonate Powder,Chemical & Pharma,16095.91,28062.64,Litre,"₹16,096 - ₹28,063/MT",Premier International,Ahmedabad,Gujarat,True,3.8,446,5 Bag,High-quality calcium carbonate powder sourced directly from manufacturers.,,2026-06-12T12:55:32.829709,synthetic
Recycled PET Fabric,Textiles & Apparel,258.08,508.78,Roll,₹258 - ₹509/Piece,New Pvt Ltd,Ahmedabad,Gujarat,True,3.9,25,100 Meter,High-quality recycled pet fabric sourced directly from manufacturers.,,2026-06-12T12:55:32.826757,synthetic
Urea Prilled Fertilizer,Chemical & Pharma,9734.01,19125.06,Litre,"₹9,734 - ₹19,125/MT",Modern International,Faridabad,Haryana,True,4.5,171,1 MT,High-quality urea prilled fertilizer sourced directly from manufacturers.,,2026-06-12T12:55:32.830111,synthetic
